,PROPERTIES_SHOPPABLE_POST_ID,POST_TIMESTAMP,LAST_CLICK_TIMESTAMP,PREVIEW,FULL_VIEW,CTR,RT_SCORE,score,coldness_score,hotness_score,date
235703,235703,1569740269545,1569740313416.0,1,1,0.5,99.9551826808796,99.99997364660662,49.99997478262959,49.99999886397703,2019-09-28 23:57:49.545
235704,235704,1569740360543,1569992952968.0,198,28,0.12389380530973451,25.972959652408505,30.27317746106274,0.0,30.27317746106274,2019-09-28 23:59:20.543
235706,235706,1569743987735,1569744002638.0,1,1,0.5,99.9551826808796,99.99997364660662,49.99997478262959,49.99999886397703,2019-09-29 00:59:47.735
235707,235707,1569744176578,1569996692006.0,137,3,0.02142857142857143,6.111776346970177,6.162301608194829,0.0,6.162301608194829,2019-09-29 01:02:56.578
235708,235708,1569749414540,1569979587737.0,21,1,0.045454545454545456,14.328467098705236,58.96906623769063,49.45065286847034,9.518413369220292,2019-09-29 02:30:14.540
235709,235709,1569750535040,1569758913515.0,8,3,0.2727272727272727,97.10123170316989,99.69617485432838,49.9991649289076,49.69700992542079,2019-09-29 02:48:55.040
235710,235710,1569751829157,1569819844111.0,11,1,0.08333333333333333,63.44572084264671,67.92197456086747,49.99625768862447,17.925716872243,2019-09-29 03:10:29.157
235711,235711,1569754706721,1569998080402.0,2256,153,0.06351183063511831,12.210238479227097,13.022634519948273,0.0,13.022634519948273,2019-09-29 03:58:26.721
235712,235712,1569755601273,1569987080406.0,134,5,0.03597122302158273,7.850963650000054,8.030264267629073,0.0,8.030264267629073,2019-09-29 04:13:21.273
235713,235713,1569756518877,1569971329924.0,136,8,0.05555555555555555,10.802046864073949,11.365796806917967,0.0,11.365796806917967,2019-09-29 04:28:38.877
235714,235714,1569756789060,1569997084671.0,485,44,0.0831758034026465,16.188674451497313,17.882631657755546,0.0,17.882631657755546,2019-09-29 04:33:09.060
235715,235715,1569757289850,1569757306190.0,1,1,0.5,99.9551826808796,99.99997364660662,49.99997478262959,49.99999886397703,2019-09-29 04:41:29.850
235716,235716,1569759273876,1569974892913.0,20,0,0.0,12.10209006874188,53.82399227848188,49.66535745378576,4.158634824696119,2019-09-29 05:14:33.876
235717,235717,1569760251785,1569975570458.0,13,0,0.0,47.266551976449335,54.14846347579336,49.98982865109724,4.158634824696119,2019-09-29 05:30:51.785
235718,235718,1569760291329,1569978302113.0,35,0,0.0,4.163857486306829,7.951543825758291,3.7929090010621724,4.158634824696119,2019-09-29 05:31:31.329
235719,235719,1569760579065,1569781010630.0,25,0,0.0,4.921992518714842,50.36572582363394,46.20709099893782,4.158634824696119,2019-09-29 05:36:19.065
235720,235720,1569760690962,1569781086812.0,24,1,0.04,9.64530207565948,56.26331154526889,47.628706341121664,8.634605204147224,2019-09-29 05:38:10.962
235721,235721,1569760758089,1569951435451.0,20,1,0.047619047619047616,17.461868613266052,59.55616302585667,49.66535745378576,9.890805572070912,2019-09-29 05:39:18.089
235722,235722,1569760772401,1569969079472.0,46,3,0.061224489795918366,11.79304302511121,12.544539113859683,0.016767506523318598,12.527771607336364,2019-09-29 05:39:32.401
235723,235723,1569760827895,1569992983417.0,86,4,0.044444444444444446,9.038709245888182,9.348898211681394,3.4572344986827375e-11,9.348898211646821,2019-09-29 05:40:27.895
235724,235724,1569761090596,1569782029364.0,76,6,0.07317073170731707,14.07952992552392,15.277013061180707,5.130940117226146e-09,15.277013056049768,2019-09-29 05:44:50.596
